tips,Tip_Name,Order,Family,Genus,level0,level1,level2,level3,level4,level5,level6,level7
Anodorhynchus_glaucus_AMNH474110,PSITTACIFORMES_Psittacidae_Anodorhynchus_glaucus,PSITTACIFORMES,Psittacidae,Anodorhynchus,Neoaves,Telluraves,Australaves,Eufalconimorphae,Psittacopasseres,x,x,x
Anodorhynchus_hyacinthinus_KU1681,PSITTACIFORMES_Psittacidae_Anodorhynchus_hyacinthinus,PSITTACIFORMES,Psittacidae,Anodorhynchus,Neoaves,Telluraves,Australaves,Eufalconimorphae,Psittacopasseres,x,x,x
Anodorhynchus_leari_AMNH474099,PSITTACIFORMES_Psittacidae_Anodorhynchus_leari,PSITTACIFORMES,Psittacidae,Anodorhynchus,Neoaves,Telluraves,Australaves,Eufalconimorphae,Psittacopasseres,x,x,x
Anomalopteryx_didiformis_GCA_006937325,DINORNITHIFORMES_Emeidae_Anomalopteryx_didiformis,DINORNITHIFORMES,Emeidae,Anomalopteryx,Palaeognathae,Notopalaeognathae,Dinocrypturi,x,x,x,x,x
Anser_brachyrhynchus_GCA_002592135,ANSERIFORMES_Anatidae_Anser_brachyrhynchus,ANSERIFORMES,Anatidae,Anser,Galloanserae,x,x,x,x,x,x,x
Anser_cygnoides_GCA_013030995,ANSERIFORMES_Anatidae_Anser_cygnoides,ANSERIFORMES,Anatidae,Anser,Galloanserae,x,x,x,x,x,x,x
anser_erythropus,ANSERIFORMES_Anatidae_Anser_erythropus,ANSERIFORMES,Anatidae,Anser,Galloanserae,x,x,x,x,x,x,x
Anser_indicus_GCA_006229135,ANSERIFORMES_Anatidae_Anser_indicus,ANSERIFORMES,Anatidae,Anser,Galloanserae,x,x,x,x,x,x,x
anseranas_semipalmata,ANSERIFORMES_Anseranatidae_Anseranas_semipalmata,ANSERIFORMES,Anseranatidae,Anseranas,Galloanserae,x,x,x,x,x,x,x
Anthochaera_carunculata_ANWCB54326,PASSERIFORMES_Meliphagidae_Anthochaera_carunculata,PASSERIFORMES,Meliphagidae,Anthochaera,Neoaves,Telluraves,Australaves,Eufalconimorphae,Psittacopasseres,x,x,x
Anthochaera_phrygia_GCA_009430485,PASSERIFORMES_Meliphagidae_Anthochaera_phrygia,PASSERIFORMES,Meliphagidae,Anthochaera,Neoaves,Telluraves,Australaves,Eufalconimorphae,Psittacopasseres,x,x,x
Anthornis_melanura_AMLB12318,PASSERIFORMES_Meliphagidae_Anthornis_melanura,PASSERIFORMES,Meliphagidae,Anthornis,Neoaves,Telluraves,Australaves,Eufalconimorphae,Psittacopasseres,x,x,x
Anthreptes_rectirostris_KU29161,PASSERIFORMES_Nectariniidae_Anthreptes_rectirostris,PASSERIFORMES,Nectariniidae,Anthreptes,Neoaves,Telluraves,Australaves,Eufalconimorphae,Psittacopasseres,x,x,x
Antigone_vipio_GCA_012488435,GRUIFORMES_Gruidae_Antigone_vipio,GRUIFORMES,Gruidae,Antigone,Neoaves,x,x,x,x,x,x,x
Antilophia_bokermanni_Abo1,PASSERIFORMES_Pipridae_Antilophia_bokermanni,PASSERIFORMES,Pipridae,Antilophia,Neoaves,Telluraves,Australaves,Eufalconimorphae,Psittacopasseres,x,x,x
Antilophia_galeata_L14634,PASSERIFORMES_Pipridae_Antilophia_galeata,PASSERIFORMES,Pipridae,Antilophia,Neoaves,Telluraves,Australaves,Eufalconimorphae,Psittacopasseres,x,x,x
Antrostomus_carolinensis_APP009,CAPRIMULGIFORMES_Caprimulgidae_Antrostomus_carolinensis,CAPRIMULGIFORMES,Caprimulgidae,Antrostomus,Neoaves,Strisores,x,x,x,x,x,x
Anumbius_annumbi_A12088,PASSERIFORMES_Furnariidae_Anumbius_annumbi,PASSERIFORMES,Furnariidae,Anumbius,Neoaves,Telluraves,Australaves,Eufalconimorphae,Psittacopasseres,x,x,x
Anurophasis_monorthonyx_YPM73050,GALLIFORMES_Phasianidae_Synoicus_monorthonyx,GALLIFORMES,Phasianidae,Synoicus,Galloanserae,x,x,x,x,x,x,x
apalharpactes_mackloti_b49104,TROGONIFORMES_Trogonidae_Apalharpactes_mackloti,TROGONIFORMES,Trogonidae,Apalharpactes,Neoaves,Telluraves,Afroaves,Coraciimorphae,Cavitaves,Eucavitaves,x,x
Apaloderma_aequatoriale_KUNHM8461,TROGONIFORMES_Trogonidae_Apaloderma_aequatoriale,TROGONIFORMES,Trogonidae,Apaloderma,Neoaves,Telluraves,Afroaves,Coraciimorphae,Cavitaves,Eucavitaves,x,x
apaloderma_narina,TROGONIFORMES_Trogonidae_Apaloderma_narina,TROGONIFORMES,Trogonidae,Apaloderma,Neoaves,Telluraves,Afroaves,Coraciimorphae,Cavitaves,Eucavitaves,x,x
Apaloderma_vittatum_APP004,TROGONIFORMES_Trogonidae_Apaloderma_vittatum,TROGONIFORMES,Trogonidae,Apaloderma,Neoaves,Telluraves,Afroaves,Coraciimorphae,Cavitaves,Eucavitaves,x,x
Aphanotriccus_audax_L2210,PASSERIFORMES_Tyrannidae_Aphanotriccus_audax,PASSERIFORMES,Tyrannidae,Aphanotriccus,Neoaves,Telluraves,Australaves,Eufalconimorphae,Psittacopasseres,x,x,x
Aphanotriccus_capitalis_W69952,PASSERIFORMES_Tyrannidae_Aphanotriccus_capitalis,PASSERIFORMES,Tyrannidae,Aphanotriccus,Neoaves,Telluraves,Australaves,Eufalconimorphae,Psittacopasseres,x,x,x
Aphelocephala_leucopsis_ANWCB52121,PASSERIFORMES_Acanthizidae_Aphelocephala_leucopsis,PASSERIFORMES,Acanthizidae,Aphelocephala,Neoaves,Telluraves,Australaves,Eufalconimorphae,Psittacopasseres,x,x,x
Aphelocoma_californica_LACM103135,PASSERIFORMES_Corvidae_Aphelocoma_californica,PASSERIFORMES,Corvidae,Aphelocoma,Neoaves,Telluraves,Australaves,Eufalconimorphae,Psittacopasseres,x,x,x
Aphelocoma_sumichrasti_DMNH38918,PASSERIFORMES_Corvidae_Aphelocoma_woodhouseii,PASSERIFORMES,Corvidae,Aphelocoma,Neoaves,Telluraves,Australaves,Eufalconimorphae,Psittacopasseres,x,x,x
Aphrastura_masafuerae_AMNH156338,PASSERIFORMES_Furnariidae_Aphrastura_masafuerae,PASSERIFORMES,Furnariidae,Aphrastura,Neoaves,Telluraves,Australaves,Eufalconimorphae,Psittacopasseres,x,x,x
Aphrastura_spinicauda_A12110,PASSERIFORMES_Furnariidae_Aphrastura_spinicauda,PASSERIFORMES,Furnariidae,Aphrastura,Neoaves,Telluraves,Australaves,Eufalconimorphae,Psittacopasseres,x,x,x
Aprositornis_disjuncta_SP77992,PASSERIFORMES_Thamnophilidae_Aprositornis_disjuncta,PASSERIFORMES,Thamnophilidae,Aprositornis,Neoaves,Telluraves,Australaves,Eufalconimorphae,Psittacopasseres,x,x,x
Aprosmictus_erythropterus_ANWCB31088,PSITTACIFORMES_Psittaculidae_Aprosmictus_erythropterus,PSITTACIFORMES,Psittaculidae,Aprosmictus,Neoaves,Telluraves,Australaves,Eufalconimorphae,Psittacopasseres,x,x,x
Aprosmictus_jonquillaceus_ANWCB30248,PSITTACIFORMES_Psittaculidae_Aprosmictus_jonquillaceus,PSITTACIFORMES,Psittaculidae,Aprosmictus,Neoaves,Telluraves,Australaves,Eufalconimorphae,Psittacopasseres,x,x,x
Aptenodytes_forsteri_APP005,SPHENISCIFORMES_Spheniscidae_Aptenodytes_forsteri,SPHENISCIFORMES,Spheniscidae,Aptenodytes,Neoaves,Phaethoquornithes,Aequornithes,Feraequornithes,Procellariimorphae,x,x,x
aptenodytes_patagonicus,SPHENISCIFORMES_Spheniscidae_Aptenodytes_patagonicus,SPHENISCIFORMES,Spheniscidae,Aptenodytes,Neoaves,Phaethoquornithes,Aequornithes,Feraequornithes,Procellariimorphae,x,x,x
apteryx_australis,APTERYGIFORMES_Apterygidae_Apteryx_australis,APTERYGIFORMES,Apterygidae,Apteryx,Palaeognathae,Notopalaeognathae,Novaeratitae,x,x,x,x,x
Apteryx_haastii_OUT0026,APTERYGIFORMES_Apterygidae_Apteryx_haastii,APTERYGIFORMES,Apterygidae,Apteryx,Palaeognathae,Notopalaeognathae,Novaeratitae,x,x,x,x,x
Apteryx_mantelli_GCF_001039765,APTERYGIFORMES_Apterygidae_Apteryx_mantelli,APTERYGIFORMES,Apterygidae,Apteryx,Palaeognathae,Notopalaeognathae,Novaeratitae,x,x,x,x,x
Apteryx_owenii_OUT0027,APTERYGIFORMES_Apterygidae_Apteryx_owenii,APTERYGIFORMES,Apterygidae,Apteryx,Palaeognathae,Notopalaeognathae,Novaeratitae,x,x,x,x,x
Apteryx_rowi_OUT0028,APTERYGIFORMES_Apterygidae_Apteryx_rowi,APTERYGIFORMES,Apterygidae,Apteryx,Palaeognathae,Notopalaeognathae,Novaeratitae,x,x,x,x,x
Aquila_chrysaetos_GCA_000766835,ACCIPITRIFORMES_Accipitridae_Aquila_chrysaetos,ACCIPITRIFORMES,Accipitridae,Aquila,Neoaves,Telluraves,Afroaves,x,x,x,x,x
Ara_ambiguus_AMNH389257,PSITTACIFORMES_Psittacidae_Ara_ambiguus,PSITTACIFORMES,Psittacidae,Ara,Neoaves,Telluraves,Australaves,Eufalconimorphae,Psittacopasseres,x,x,x
Ara_ararauna_LSUMZB18064,PSITTACIFORMES_Psittacidae_Ara_ararauna,PSITTACIFORMES,Psittacidae,Ara,Neoaves,Telluraves,Australaves,Eufalconimorphae,Psittacopasseres,x,x,x
Ara_chloropterus_LSUMZB7524,PSITTACIFORMES_Psittacidae_Ara_chloropterus,PSITTACIFORMES,Psittacidae,Ara,Neoaves,Telluraves,Australaves,Eufalconimorphae,Psittacopasseres,x,x,x
Ara_glaucogularis_LSUMZB37232,PSITTACIFORMES_Psittacidae_Ara_glaucogularis,PSITTACIFORMES,Psittacidae,Ara,Neoaves,Telluraves,Australaves,Eufalconimorphae,Psittacopasseres,x,x,x
Ara_macao_MAM39,PSITTACIFORMES_Psittacidae_Ara_macao,PSITTACIFORMES,Psittacidae,Ara,Neoaves,Telluraves,Australaves,Eufalconimorphae,Psittacopasseres,x,x,x
Ara_militaris_LSUMZB22667,PSITTACIFORMES_Psittacidae_Ara_militaris,PSITTACIFORMES,Psittacidae,Ara,Neoaves,Telluraves,Australaves,Eufalconimorphae,Psittacopasseres,x,x,x
Ara_rubrogenys_LSUMZB19209,PSITTACIFORMES_Psittacidae_Ara_rubrogenys,PSITTACIFORMES,Psittacidae,Ara,Neoaves,Telluraves,Australaves,Eufalconimorphae,Psittacopasseres,x,x,x
Ara_severus_LSUMZB29798,PSITTACIFORMES_Psittacidae_Ara_severus,PSITTACIFORMES,Psittacidae,Ara,Neoaves,Telluraves,Australaves,Eufalconimorphae,Psittacopasseres,x,x,x
Arachnothera_chrysogenys_KU17783,PASSERIFORMES_Nectariniidae_Arachnothera_chrysogenys,PASSERIFORMES,Nectariniidae,Arachnothera,Neoaves,Telluraves,Australaves,Eufalconimorphae,Psittacopasseres,x,x,x
Arachnothera_clarae_KU19622,PASSERIFORMES_Nectariniidae_Arachnothera_clarae,PASSERIFORMES,Nectariniidae,Arachnothera,Neoaves,Telluraves,Australaves,Eufalconimorphae,Psittacopasseres,x,x,x
Arachnothera_crassirostris_KU24436,PASSERIFORMES_Nectariniidae_Arachnothera_crassirostris,PASSERIFORMES,Nectariniidae,Arachnothera,Neoaves,Telluraves,Australaves,Eufalconimorphae,Psittacopasseres,x,x,x
Arachnothera_dilutior_KU12621,PASSERIFORMES_Nectariniidae_Arachnothera_dilutior,PASSERIFORMES,Nectariniidae,Arachnothera,Neoaves,Telluraves,Australaves,Eufalconimorphae,Psittacopasseres,x,x,x
Arachnothera_everetti_KU17761,PASSERIFORMES_Nectariniidae_Arachnothera_everetti,PASSERIFORMES,Nectariniidae,Arachnothera,Neoaves,Telluraves,Australaves,Eufalconimorphae,Psittacopasseres,x,x,x
Arachnothera_flammifera_KU19010,PASSERIFORMES_Nectariniidae_Arachnothera_flammifera,PASSERIFORMES,Nectariniidae,Arachnothera,Neoaves,Telluraves,Australaves,Eufalconimorphae,Psittacopasseres,x,x,x
Arachnothera_flavigaster_KU17772,PASSERIFORMES_Nectariniidae_Arachnothera_flavigaster,PASSERIFORMES,Nectariniidae,Arachnothera,Neoaves,Telluraves,Australaves,Eufalconimorphae,Psittacopasseres,x,x,x
Arachnothera_longirostra_KU12343,PASSERIFORMES_Nectariniidae_Arachnothera_longirostra,PASSERIFORMES,Nectariniidae,Arachnothera,Neoaves,Telluraves,Australaves,Eufalconimorphae,Psittacopasseres,x,x,x
Arachnothera_magna_KU10194,PASSERIFORMES_Nectariniidae_Arachnothera_magna,PASSERIFORMES,Nectariniidae,Arachnothera,Neoaves,Telluraves,Australaves,Eufalconimorphae,Psittacopasseres,x,x,x
Arachnothera_modesta_LSUB79500,PASSERIFORMES_Nectariniidae_Arachnothera_modesta,PASSERIFORMES,Nectariniidae,Arachnothera,Neoaves,Telluraves,Australaves,Eufalconimorphae,Psittacopasseres,x,x,x
Arachnothera_robusta_LSUB51150,PASSERIFORMES_Nectariniidae_Arachnothera_robusta,PASSERIFORMES,Nectariniidae,Arachnothera,Neoaves,Telluraves,Australaves,Eufalconimorphae,Psittacopasseres,x,x,x
aramus_guarauna,GRUIFORMES_Aramidae_Aramus_guarauna,GRUIFORMES,Aramidae,Aramus,Neoaves,x,x,x,x,x,x,x
Aratinga_auricapillus_AMNH316586,PSITTACIFORMES_Psittacidae_Aratinga_auricapillus,PSITTACIFORMES,Psittacidae,Aratinga,Neoaves,Telluraves,Australaves,Eufalconimorphae,Psittacopasseres,x,x,x
Aratinga_jandaya_UWBM85677,PSITTACIFORMES_Psittacidae_Aratinga_jandaya,PSITTACIFORMES,Psittacidae,Aratinga,Neoaves,Telluraves,Australaves,Eufalconimorphae,Psittacopasseres,x,x,x
Aratinga_nenday_KU2796,PSITTACIFORMES_Psittacidae_Aratinga_nenday,PSITTACIFORMES,Psittacidae,Aratinga,Neoaves,Telluraves,Australaves,Eufalconimorphae,Psittacopasseres,x,x,x
Aratinga_solstitialis_LSUMZB28983,PSITTACIFORMES_Psittacidae_Aratinga_solstitialis,PSITTACIFORMES,Psittacidae,Aratinga,Neoaves,Telluraves,Australaves,Eufalconimorphae,Psittacopasseres,x,x,x
Aratinga_weddellii_LSUMZB28983,PSITTACIFORMES_Psittacidae_Aratinga_weddellii,PSITTACIFORMES,Psittacidae,Aratinga,Neoaves,Telluraves,Australaves,Eufalconimorphae,Psittacopasseres,x,x,x
Arborophila_rufogularis_LSUMZB51357,GALLIFORMES_Phasianidae_Arborophila_rufogularis,GALLIFORMES,Phasianidae,Arborophila,Galloanserae,x,x,x,x,x,x,x
Arborophila_torqueola_TC_257,GALLIFORMES_Phasianidae_Arborophila_torqueola,GALLIFORMES,Phasianidae,Arborophila,Galloanserae,x,x,x,x,x,x,x
ardea_herodias,PELECANIFORMES_Ardeidae_Ardea_herodias,PELECANIFORMES,Ardeidae,Ardea,Neoaves,Phaethoquornithes,Aequornithes,Feraequornithes,Pelecanimorphae,Pelecanes,x,x
Ardeotis_arabs_GCA_011801015,OTIDIFORMES_Otididae_Ardeotis_arabs,OTIDIFORMES,Otididae,Ardeotis,Neoaves,Otidimorphae,Musophagotides,x,x,x,x,x
ardeotis_kori,OTIDIFORMES_Otididae_Ardeotis_kori,OTIDIFORMES,Otididae,Ardeotis,Neoaves,Otidimorphae,Musophagotides,x,x,x,x,x
arenaria_interpres,CHARADRIIFORMES_Scolopacidae_Arenaria_interpres,CHARADRIIFORMES,Scolopacidae,Arenaria,Neoaves,x,x,x,x,x,x,x
Argusianus_argus_LSUMZB13314,GALLIFORMES_Phasianidae_Argusianus_argus,GALLIFORMES,Phasianidae,Argusianus,Galloanserae,x,x,x,x,x,x,x
Arremon_aurantiirostris_UWBM93635,PASSERIFORMES_Passerellidae_Arremon_aurantiirostris,PASSERIFORMES,Passerellidae,Arremon,Neoaves,Telluraves,Australaves,Eufalconimorphae,Psittacopasseres,x,x,x
Arremon_brunneinucha_UWBM69340,PASSERIFORMES_Passerellidae_Arremon_brunneinucha,PASSERIFORMES,Passerellidae,Arremon,Neoaves,Telluraves,Australaves,Eufalconimorphae,Psittacopasseres,x,x,x
Arremonops_rufivirgatus_JFBM43282,PASSERIFORMES_Passerellidae_Arremonops_rufivirgatus,PASSERIFORMES,Passerellidae,Arremonops,Neoaves,Telluraves,Australaves,Eufalconimorphae,Psittacopasseres,x,x,x
artamus_cinereus_6183,PASSERIFORMES_Artamidae_Artamus_cinereus,PASSERIFORMES,Artamidae,Artamus,Neoaves,Telluraves,Australaves,Eufalconimorphae,Psittacopasseres,x,x,x
Artemisiospiza_belli_MVZ170007,PASSERIFORMES_Passerellidae_Artemisiospiza_belli,PASSERIFORMES,Passerellidae,Artemisiospiza,Neoaves,Telluraves,Australaves,Eufalconimorphae,Psittacopasseres,x,x,x
Arundinicola_leucocephala_L38036,PASSERIFORMES_Tyrannidae_Arundinicola_leucocephala,PASSERIFORMES,Tyrannidae,Arundinicola,Neoaves,Telluraves,Australaves,Eufalconimorphae,Psittacopasseres,x,x,x
Ashbyia_lovensis_ANWCB41798,PASSERIFORMES_Meliphagidae_Ashbyia_lovensis,PASSERIFORMES,Meliphagidae,Ashbyia,Neoaves,Telluraves,Australaves,Eufalconimorphae,Psittacopasseres,x,x,x
Asio_flammeus_21727,STRIGIFORMES_Strigidae_Asio_flammeus,STRIGIFORMES,Strigidae,Asio,Neoaves,Telluraves,Afroaves,x,x,x,x,x
Asio_otus_15937fixed,STRIGIFORMES_Strigidae_Asio_otus,STRIGIFORMES,Strigidae,Asio,Neoaves,Telluraves,Afroaves,x,x,x,x,x
Aspatha_gularis_KUNHM9432,CORACIIFORMES_Momotidae_Aspatha_gularis,CORACIIFORMES,Momotidae,Aspatha,Neoaves,Telluraves,Afroaves,Coraciimorphae,Cavitaves,Eucavitaves,Picocoraciades,Picodynastornithes
Asthenes_anthoides_L56816,PASSERIFORMES_Furnariidae_Asthenes_anthoides,PASSERIFORMES,Furnariidae,Asthenes,Neoaves,Telluraves,Australaves,Eufalconimorphae,Psittacopasseres,x,x,x
Asthenes_ayacuchensis_KU29251,PASSERIFORMES_Furnariidae_Asthenes_ayacuchensis,PASSERIFORMES,Furnariidae,Asthenes,Neoaves,Telluraves,Australaves,Eufalconimorphae,Psittacopasseres,x,x,x
Asthenes_baeri_ARTC383,PASSERIFORMES_Furnariidae_Asthenes_baeri,PASSERIFORMES,Furnariidae,Asthenes,Neoaves,Telluraves,Australaves,Eufalconimorphae,Psittacopasseres,x,x,x
Asthenes_berlepschi_AMNH348840,PASSERIFORMES_Furnariidae_Asthenes_berlepschi,PASSERIFORMES,Furnariidae,Asthenes,Neoaves,Telluraves,Australaves,Eufalconimorphae,Psittacopasseres,x,x,x
Asthenes_coryi_PhAMC1238,PASSERIFORMES_Furnariidae_Asthenes_coryi,PASSERIFORMES,Furnariidae,Asthenes,Neoaves,Telluraves,Australaves,Eufalconimorphae,Psittacopasseres,x,x,x
Asthenes_dorbignyi_KU9823,PASSERIFORMES_Furnariidae_Asthenes_dorbignyi,PASSERIFORMES,Furnariidae,Asthenes,Neoaves,Telluraves,Australaves,Eufalconimorphae,Psittacopasseres,x,x,x
Asthenes_flammulata_L31690,PASSERIFORMES_Furnariidae_Asthenes_flammulata,PASSERIFORMES,Furnariidae,Asthenes,Neoaves,Telluraves,Australaves,Eufalconimorphae,Psittacopasseres,x,x,x
Asthenes_fuliginosa_H1000,PASSERIFORMES_Furnariidae_Asthenes_fuliginosa,PASSERIFORMES,Furnariidae,Asthenes,Neoaves,Telluraves,Australaves,Eufalconimorphae,Psittacopasseres,x,x,x
Asthenes_griseomurina_L32122,PASSERIFORMES_Furnariidae_Asthenes_griseomurina,PASSERIFORMES,Furnariidae,Asthenes,Neoaves,Telluraves,Australaves,Eufalconimorphae,Psittacopasseres,x,x,x
Asthenes_harterti_L1271,PASSERIFORMES_Furnariidae_Asthenes_harterti,PASSERIFORMES,Furnariidae,Asthenes,Neoaves,Telluraves,Australaves,Eufalconimorphae,Psittacopasseres,x,x,x
Asthenes_helleri_L514,PASSERIFORMES_Furnariidae_Asthenes_helleri,PASSERIFORMES,Furnariidae,Asthenes,Neoaves,Telluraves,Australaves,Eufalconimorphae,Psittacopasseres,x,x,x
Asthenes_heterura_LSUMZ68096,PASSERIFORMES_Furnariidae_Asthenes_heterura,PASSERIFORMES,Furnariidae,Asthenes,Neoaves,Telluraves,Australaves,Eufalconimorphae,Psittacopasseres,x,x,x
Asthenes_hudsoni_SB6349,PASSERIFORMES_Furnariidae_Asthenes_hudsoni,PASSERIFORMES,Furnariidae,Asthenes,Neoaves,Telluraves,Australaves,Eufalconimorphae,Psittacopasseres,x,x,x
Asthenes_humilis_L103801,PASSERIFORMES_Furnariidae_Asthenes_humilis,PASSERIFORMES,Furnariidae,Asthenes,Neoaves,Telluraves,Australaves,Eufalconimorphae,Psittacopasseres,x,x,x
Asthenes_luizae_UFMG3066,PASSERIFORMES_Furnariidae_Asthenes_luizae,PASSERIFORMES,Furnariidae,Asthenes,Neoaves,Telluraves,Australaves,Eufalconimorphae,Psittacopasseres,x,x,x
Asthenes_maculicauda_ACBFMH14,PASSERIFORMES_Furnariidae_Asthenes_maculicauda,PASSERIFORMES,Furnariidae,Asthenes,Neoaves,Telluraves,Australaves,Eufalconimorphae,Psittacopasseres,x,x,x
Asthenes_modesta_L103883,PASSERIFORMES_Furnariidae_Asthenes_modesta,PASSERIFORMES,Furnariidae,Asthenes,Neoaves,Telluraves,Australaves,Eufalconimorphae,Psittacopasseres,x,x,x
Asthenes_moreirae_GCMN215,PASSERIFORMES_Furnariidae_Asthenes_moreirae,PASSERIFORMES,Furnariidae,Asthenes,Neoaves,Telluraves,Australaves,Eufalconimorphae,Psittacopasseres,x,x,x
Asthenes_ottonis_L61395,PASSERIFORMES_Furnariidae_Asthenes_ottonis,PASSERIFORMES,Furnariidae,Asthenes,Neoaves,Telluraves,Australaves,Eufalconimorphae,Psittacopasseres,x,x,x
Asthenes_palpebralis_L49625,PASSERIFORMES_Furnariidae_Asthenes_palpebralis,PASSERIFORMES,Furnariidae,Asthenes,Neoaves,Telluraves,Australaves,Eufalconimorphae,Psittacopasseres,x,x,x
Asthenes_perijana_IC36847,PASSERIFORMES_Furnariidae_Asthenes_perijana,PASSERIFORMES,Furnariidae,Asthenes,Neoaves,Telluraves,Australaves,Eufalconimorphae,Psittacopasseres,x,x,x
Asthenes_pudibunda_L2075,PASSERIFORMES_Furnariidae_Asthenes_pudibunda,PASSERIFORMES,Furnariidae,Asthenes,Neoaves,Telluraves,Australaves,Eufalconimorphae,Psittacopasseres,x,x,x
Asthenes_pyrrholeuca_L56783,PASSERIFORMES_Furnariidae_Asthenes_pyrrholeuca,PASSERIFORMES,Furnariidae,Asthenes,Neoaves,Telluraves,Australaves,Eufalconimorphae,Psittacopasseres,x,x,x
Asthenes_sclateri_ARTC352,PASSERIFORMES_Furnariidae_Asthenes_sclateri,PASSERIFORMES,Furnariidae,Asthenes,Neoaves,Telluraves,Australaves,Eufalconimorphae,Psittacopasseres,x,x,x
Asthenes_urubambensis_L7689,PASSERIFORMES_Furnariidae_Asthenes_urubambensis,PASSERIFORMES,Furnariidae,Asthenes,Neoaves,Telluraves,Australaves,Eufalconimorphae,Psittacopasseres,x,x,x
Asthenes_vilcabambae_F390681,PASSERIFORMES_Furnariidae_Asthenes_vilcabambae,PASSERIFORMES,Furnariidae,Asthenes,Neoaves,Telluraves,Australaves,Eufalconimorphae,Psittacopasseres,x,x,x
Asthenes_virgata_L44798,PASSERIFORMES_Furnariidae_Asthenes_virgata,PASSERIFORMES,Furnariidae,Asthenes,Neoaves,Telluraves,Australaves,Eufalconimorphae,Psittacopasseres,x,x,x
Asthenes_wyatti_L61375,PASSERIFORMES_Furnariidae_Asthenes_wyatti,PASSERIFORMES,Furnariidae,Asthenes,Neoaves,Telluraves,Australaves,Eufalconimorphae,Psittacopasseres,x,x,x
Atalotriccus_pilaris_L28419,PASSERIFORMES_Tyrannidae_Atalotriccus_pilaris,PASSERIFORMES,Tyrannidae,Atalotriccus,Neoaves,Telluraves,Australaves,Eufalconimorphae,Psittacopasseres,x,x,x
Atelornis_crossleyi_AMNHdot19371,CORACIIFORMES_Brachypteraciidae_Atelornis_crossleyi,CORACIIFORMES,Brachypteraciidae,Atelornis,Neoaves,Telluraves,Afroaves,Coraciimorphae,Cavitaves,Eucavitaves,Picocoraciades,Picodynastornithes
Atelornis_pittoides_AMNHdot19373,CORACIIFORMES_Brachypteraciidae_Atelornis_pittoides,CORACIIFORMES,Brachypteraciidae,Atelornis,Neoaves,Telluraves,Afroaves,Coraciimorphae,Cavitaves,Eucavitaves,Picocoraciades,Picodynastornithes
Athene_cunicularia_31327,STRIGIFORMES_Strigidae_Athene_cunicularia,STRIGIFORMES,Strigidae,Athene,Neoaves,Telluraves,Afroaves,x,x,x,x,x
Athene_noctua_21790,STRIGIFORMES_Strigidae_Athene_noctua,STRIGIFORMES,Strigidae,Athene,Neoaves,Telluraves,Afroaves,x,x,x,x,x
Atlapetes_citrinellus_UWBM92260,PASSERIFORMES_Passerellidae_Atlapetes_citrinellus,PASSERIFORMES,Passerellidae,Atlapetes,Neoaves,Telluraves,Australaves,Eufalconimorphae,Psittacopasseres,x,x,x
Atlapetes_gutturalis_UWBM93636,PASSERIFORMES_Passerellidae_Atlapetes_albinucha,PASSERIFORMES,Passerellidae,Atlapetes,Neoaves,Telluraves,Australaves,Eufalconimorphae,Psittacopasseres,x,x,x
atrichornis_rufescens_554508,PASSERIFORMES_Atrichornithidae_Atrichornis_rufescens,PASSERIFORMES,Atrichornithidae,Atrichornis,Neoaves,Telluraves,Australaves,Eufalconimorphae,Psittacopasseres,x,x,x
Attila_bolivianus_L13074,PASSERIFORMES_Tyrannidae_Attila_bolivianus,PASSERIFORMES,Tyrannidae,Attila,Neoaves,Telluraves,Australaves,Eufalconimorphae,Psittacopasseres,x,x,x
Attila_cinnamomeus_K1236,PASSERIFORMES_Tyrannidae_Attila_cinnamomeus,PASSERIFORMES,Tyrannidae,Attila,Neoaves,Telluraves,Australaves,Eufalconimorphae,Psittacopasseres,x,x,x
Attila_citriniventris_L42874,PASSERIFORMES_Tyrannidae_Attila_citriniventris,PASSERIFORMES,Tyrannidae,Attila,Neoaves,Telluraves,Australaves,Eufalconimorphae,Psittacopasseres,x,x,x
Attila_phoenicurus_SP93549,PASSERIFORMES_Tyrannidae_Attila_phoenicurus,PASSERIFORMES,Tyrannidae,Attila,Neoaves,Telluraves,Australaves,Eufalconimorphae,Psittacopasseres,x,x,x
Attila_rufus_MZU92194,PASSERIFORMES_Tyrannidae_Attila_rufus,PASSERIFORMES,Tyrannidae,Attila,Neoaves,Telluraves,Australaves,Eufalconimorphae,Psittacopasseres,x,x,x
Attila_spadiceus_L55279,PASSERIFORMES_Tyrannidae_Attila_spadiceus,PASSERIFORMES,Tyrannidae,Attila,Neoaves,Telluraves,Australaves,Eufalconimorphae,Psittacopasseres,x,x,x
Attila_torridus_SB28291,PASSERIFORMES_Tyrannidae_Attila_torridus,PASSERIFORMES,Tyrannidae,Attila,Neoaves,Telluraves,Australaves,Eufalconimorphae,Psittacopasseres,x,x,x
Automolus_infuscatus_K436,PASSERIFORMES_Furnariidae_Automolus_infuscatus,PASSERIFORMES,Furnariidae,Automolus,Neoaves,Telluraves,Australaves,Eufalconimorphae,Psittacopasseres,x,x,x
Automolus_lammi_F399211,PASSERIFORMES_Furnariidae_Automolus_lammi,PASSERIFORMES,Furnariidae,Automolus,Neoaves,Telluraves,Australaves,Eufalconimorphae,Psittacopasseres,x,x,x
